date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:06	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:06%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.eot	(from https://vieted.com/)
18:10:06	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:06%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Blackd41d.eot	(from https://vieted.com/)
18:10:06	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:06%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Blackd41d.eot	(from https://vieted.com/)
18:10:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:06%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.svg	(from https://vieted.com/)
18:10:07	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:07%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Black.svg	(from https://vieted.com/)
18:10:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:07%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot	(from https://vieted.com/)
18:10:07	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:07%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot	(from https://vieted.com/)
18:10:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:07%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalicd41d.eot	(from https://vieted.com/)
18:10:08	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:07%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalicd41d.eot	(from https://vieted.com/)
18:10:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:08%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.ttf	(from https://vieted.com/)
18:10:08	211272/211272	---M--	200	added ('OK')	application/octet-stream	etag:%2260015f64-33948%22	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.ttf	(from https://vieted.com/)
18:10:10	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:08%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.svg	(from https://vieted.com/)
18:10:10	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:10%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BlackItalic.svg	(from https://vieted.com/)
18:10:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:10%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot	(from https://vieted.com/)
18:10:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:10%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot	(from https://vieted.com/)
18:10:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:11%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Boldd41d.eot	(from https://vieted.com/)
18:10:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:11%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Boldd41d.eot	(from https://vieted.com/)
18:10:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:11%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.svg	(from https://vieted.com/)
18:10:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:11%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Bold.svg	(from https://vieted.com/)
18:10:12	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:12%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot	(from https://vieted.com/)
18:10:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:12%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot	(from https://vieted.com/)
18:10:12	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:12%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalicd41d.eot	(from https://vieted.com/)
18:10:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:12%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalicd41d.eot	(from https://vieted.com/)
18:10:13	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:12%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.ttf	(from https://vieted.com/)
18:10:14	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:13%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.svg	(from https://vieted.com/)
18:10:14	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:14%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.3a.delayed	(from https://vieted.com/)
18:10:16	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:14%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.3b.delayed	(from https://vieted.com/)
18:10:16	706564/706564	---M--	200	added ('OK')	application/octet-stream	etag:%2260015f64-ac804%22	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-BoldItalic.ttf	(from https://vieted.com/)
18:10:16	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:16%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.eot	(from https://vieted.com/)
18:10:18	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:16%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italicd41d.eot	(from https://vieted.com/)
18:10:18	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:18%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italicd41d.eot	(from https://vieted.com/)
18:10:19	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:18%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.ttf	(from https://vieted.com/)
18:10:20	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:19%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.svg	(from https://vieted.com/)
18:10:20	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:20%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.svg	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.42.delayed	(from https://vieted.com/)
18:10:22	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:20%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot	(from https://vieted.com/)
18:10:22	708300/708300	---M--	200	added ('OK')	application/octet-stream	etag:%2260015f64-acecc%22	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.ttf	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Italic.ttf	(from https://vieted.com/)
18:10:22	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:22%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot	(from https://vieted.com/)
18:10:24	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2011:10:22%20GMT	http://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Lightd41d.eot	(from https://vieted.com/)
18:10:24	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2011:10:24%20GMT	https://vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Light.eot?	C:/Users/ducuo/OneDrive/Desktop/template1/vieted/vieted.com/wp-content/uploads/fonts/8520/Google_Sans/GoogleSans-Lightd41d.eot	(from https://vieted.com/)
